s_no,hospital_name,district_name,hosp_type,tier,hosp_level,level_source,dump_hosp_level,latitude,longitude,tpl_total,tpl_source,tpl_rows_in_dump,dump_hospid,coord_status,coord_note
640,SKP MULTISPECIALITY HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.536540,75.025510,33.08,estimated,0,,ok,
641,MALIK MULTISPECIALITY HOSPITAL & TRAUMA CENTRE,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.537300,75.032770,33.88,real,2,964,ok,
642,GIRDHAR MULTISPECIALITY HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.118000,75.699240,27.98,real,1,42,ok,
643,DHAMIJA CHEST HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.706829,75.905263,13.85,real,2,43,ok,
644,SMSG HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.390750,76.962020,2.00,real,1,44,ok,
645,SHARMA HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.809800,76.143900,39.18,real,2,45,ok,
646,JEEVAN NURSING HOME BHIWANI,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.544290,75.028050,25.42,estimated,0,,ok,
647,BHIWANI HEART HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L3,28.483063,77.017857,7.38,real,1,47,ok,
648,CHUGH HOSPITAL BHIWANI,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.136710,76.868690,20.98,real,1,49,ok,
649,JANGRA HOSPITAL AND MATERNITY CENTRE,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.973210,76.857570,33.25,real,2,50,ok,
650,ANCHAL MATERNITY & NURSING HOME,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L3,28.146327,77.335438,36.40,real,1,51,ok,
651,AMAN HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.129820,75.741510,26.15,estimated,0,,ok,
652,SPES HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.121730,75.742270,32.33,real,14,53,ok,
653,KADDAM MULTISPECIALITY HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.211730,76.949840,51.73,real,1,54,ok,
654,RANVIR HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.804618,76.402428,21.34,estimated,0,,ok,
655,SHREE GANESHA HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.897500,76.604400,15.40,real,1,965,ok,
656,SINGLA HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.148882,77.305866,48.35,real,2,56,ok,
657,PANWAR HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.685629,76.990547,43.58,estimated,0,,ok,
658,RPS HOSPITAL MATERNITY & TRAUMA CENTRE,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.146200,75.727000,19.88,real,1,966,ok,
659,LIFE LINE MULTI SPECIALITY HOSPITAL,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.748000,76.420000,17.53,real,1,58,ok,
660,SHARMA NURSING AND MATERNITY HOME,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L3,29.364075,75.906776,31.85,real,1,984,ok,
661,RAHUL GOYAL TRAUMA AND JOINT REPLACEMENT CENTER,BHIWANI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.895515,76.606613,20.29,estimated,0,,ok,
662,SHREE HOSPITAL,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.886172,76.613817,36.44,estimated,0,,ok,
663,SANTUSHTI  MULTISPECIALITY HOSPITAL,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.125093,76.101717,27.56,estimated,0,,ok,
664,GK SUPER SPECIALITY HOSPITAL,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.719227,75.908035,36.48,estimated,0,,ok,
665,CHOUDHARY KASHIRAM MULTISPECIALITY HOSPITAL,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.273246,76.141369,54.67,estimated,0,,ok,
666,OSCAR SUPER SPECIALITY HOSPITAL & TRAUMA CENTER A UNIT OF OSCAR HEALTH SERVICES,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.534637,75.025882,28.34,estimated,0,,ok,
667,BOHRA HOSPITAL BADHRA,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.591955,76.247829,43.20,estimated,0,,ok,
668,GEETANJALI HOSPITAL AND EYE CARE CENTRE,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.368670,76.786480,51.75,estimated,0,,ok,
669,SWASTIK HOSPITAL AND POISON CARE,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.361910,76.793600,37.73,estimated,0,,ok,
670,SUNFLAG HOSPITAL DADRI PVT. LTD,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.693955,76.989474,40.41,estimated,0,,ok,
671,YADAV HOSPITAL,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.796210,76.163050,48.54,estimated,0,,ok,
672,KRISHNAHOSPITAL,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.557550,76.291360,44.07,estimated,0,,ok,
673,PRADHAN  MEDICARE CENTRE,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.380060,76.776870,45.48,estimated,0,,ok,
674,LIFE CARE MULTISPECIALITY HOSPITAL,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.695730,76.922030,25.83,estimated,0,,ok,
675,SHEORAN MANAV SEWA HOSPITAL,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.536948,75.026153,43.71,estimated,0,,ok,
676,JAI HIND HEALTHCARE,CHARKI DADRI,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.896175,76.595506,25.56,estimated,0,,ok,
677,APURVA NURSING HOME,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L3,30.380700,76.781539,32.25,real,1,699,ok,
678,SHANTI DEVI MEMORIAL HOSPITAL,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.389270,77.289860,33.60,real,1,700,ok,
679,ARSH HOSPITAL,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.418560,77.367490,38.68,real,1,714,ok,
680,SURYA ORTHO AND TRAUMA CENTRE,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.152102,77.307733,28.88,real,2,712,ok,
681,AMRITA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L1,28.800600,76.139400,57.28,real,1,711,ok,
682,GOYAL HOSPITAL,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.331860,76.846540,47.95,real,1,701,ok,
683,R K HOSPITAL,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.803810,76.142780,47.43,real,1,702,ok,
684,HANDA MEDICAL CENTRE,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L1,28.391480,77.292760,43.43,real,1,710,ok,
685,AL FALAH HOSPITAL,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.408070,77.322380,64.73,real,1,698,ok,
686,KEDAR HOSPITAL,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.137370,75.714910,49.73,real,1,703,ok,
687,PAWAN HOSPITAL UNIT 2,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.599090,76.272530,41.90,real,1,865,ok,
688,MANAVTA HOSPITALS PRIVATE LIMITED,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.595678,76.265942,45.53,real,1,704,ok,
689,NATIONAL INSTITUTE OF MEDICAL SCIENCES,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L1,29.520110,76.614180,25.52,estimated,0,864,ok,
690,DOCTOR TODAY IVF AND MULTI SPECIALTY HOSPITAL,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.799050,76.133510,32.89,estimated,0,,ok,
691,PARK HOSPITAL A UNIT OF AGGARWAL HOSPITAL AND RESEARCH SERVICES PVT LTD,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.418279,77.043153,45.50,estimated,0,,ok,
692,SANTOSH MULTISPECIALITY HOSPITAL,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.991420,77.030520,62.28,estimated,0,,ok,
693,CENTRE FOR SIGHT FARIDABAD,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.518240,77.038780,7.45,real,1,708,ok,
694,PAWAN HOSPITAL,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.455910,77.037380,55.05,real,1,709,ok,
695,SUPREME HOSPITAL PRIVATE LIMITED,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.455020,76.973900,56.38,real,1,697,ok,
696,DRISHTI EYE CENTRE,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.491179,77.291171,22.29,estimated,0,,ok,
697,SARVODAYA HOSPITAL AND RESEARCH CENTRE A UNIT OF ANSHU HOSPITALS LTD,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L1,28.463860,77.065420,59.58,real,1,713,ok,
698,AASTHA EYE CENTRE,FARIDABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.135250,75.744000,43.63,estimated,0,,ok,
699,KHANNA ENT AND DENTAL HOSPITAL,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.538999,75.031242,23.73,real,2,1000,ok,
700,SHALINI SURGICAL & MATERNITY HOSPITAL,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.443680,77.071760,55.20,estimated,0,,ok,
701,UMEED MULTISPECIALITY HOSPITAL & TRAUMA CENTRE,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.708036,75.908101,10.41,estimated,0,,ok,
702,DEEPANSH BHATIA NURSING HOME,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.708250,75.907500,13.04,estimated,0,,ok,
703,KAKKAR NURSING HOME,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L3,30.378180,76.776695,48.45,real,1,999,ok,
704,SAI HOSPITAL,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.306060,76.349470,54.71,estimated,0,,ok,
705,PARUL ENT SKIN AND LASER CENTRE,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.814690,76.420520,42.42,estimated,0,,ok,
706,RAJAN EYE HEART AND LASER CENTRE,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.708300,75.908360,36.16,estimated,0,,ok,
707,EYE Q VISION PVT LTD,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.794595,76.145878,41.60,estimated,0,,ok,
708,GURU FAQIR SAHAJ JAIN CHARITABLE HOSPITAL,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.380635,76.781223,46.52,estimated,0,,ok,
709,LIFE CARE HOSPITAL,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.264570,76.143100,62.05,estimated,0,,ok,
710,MEHTA EYE HOSPITAL,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.797500,76.132200,27.19,estimated,0,,ok,
711,JAIPUR CHILDREN HOSPITAL,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.357540,77.296340,46.57,estimated,0,1002,ok,
712,RAJASTHAN MEDICAL CENTER,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.685690,76.990480,63.80,estimated,0,,ok,
713,WADHWA SURGICAL HOSPITAL,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.198633,76.609258,37.01,estimated,0,,ok,
714,ARORA HOSPITAL,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.515770,75.447160,18.40,estimated,0,,ok,
715,SADBHAVNA HOSPITAL,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.053646,76.105111,56.08,real,1,803,ok,
716,JANTA EYE AND MATERNITY HOSPITAL,FATEHABAD,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.689720,76.990610,51.78,estimated,0,,ok,
717,BHANOT HOSPITAL,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.690450,76.941600,14.15,estimated,0,,ok,
718,EYE Q VISION PVT LTD,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.456260,77.037190,44.26,estimated,0,,ok,
719,CHIRAG HOSPITAL,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.134970,77.018030,25.58,estimated,0,79,ok,
720,SGT MEDICAL COLLEGE HOSPITAL AND RESEARCH INSTITUTE,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.800591,76.402887,32.45,estimated,0,,ok,
721,KAMLA HOSPITAL,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.274190,76.141370,38.13,real,1,80,ok,
722,UMKAL HOSPITAL PVT LTD,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.195435,76.628865,50.13,real,1,81,ok,
723,GEETANJALI HOSPITAL PATAUDI,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.340530,77.312520,55.91,estimated,0,,ok,
724,K K HEALTH CARE CENTRE,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.124950,75.744190,17.25,estimated,0,,ok,
725,KRITI HOSPITAL,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.326685,76.095255,29.15,real,1,83,ok,
726,PUSHPANJALI HOSPITAL,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.598174,76.274288,45.28,real,1,92,ok,
727,PARK HOSPITAL A UNIT OF PARK MEDICENTERS AND INSTITUTIONS PVT LTD,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.801310,76.413240,40.07,estimated,0,,ok,
728,AHOOJA EYE AND DENTAL INSTITUTE,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.251450,77.044470,24.52,estimated,0,84,ok,
729,METRO HOSPITAL AND HEART INSTITUTE,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.395790,77.289910,27.31,estimated,0,,ok,
730,DAYAL EYE CENTRE,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.391520,76.956760,37.57,estimated,0,,ok,
731,MUSKAAN DENTALS,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.321970,77.283620,26.99,estimated,0,,ok,
732,THE SIGNATURE HOSPITAL A UNIT OF PARK MEDICITY NORTH PVT LTD,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.377140,76.786160,54.95,real,1,75,ok,
733,SUDARSHAN POLY DENTAL CENTRE,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.396030,77.306670,29.94,estimated,0,,ok,
734,MUSKAAN DENTALS,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.511570,77.048200,52.50,estimated,0,,ok,
735,CENTRE FOR SIGHT GURGAON,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.459150,77.084620,24.25,estimated,0,,ok,
736,MAYOM HOSPITAL,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.379764,76.783149,44.33,real,1,91,ok,
737,SWAMI AMARDEV HOSPITAL,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.899179,76.583504,39.35,estimated,0,,ok,
738,BHARAT VIKAS PARISHAD MAHARANAPRATAP NYAS,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.532173,75.035084,18.84,estimated,0,,ok,
739,VIAAN EYE AND RETINA CENTRE,GURUGRAM,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.316668,76.316666,37.62,estimated,0,,ok,
740,MANTHAN HOSPITAL,HISAR,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.423534,76.774987,58.76,estimated,0,,ok,
741,SADBHAVNA HOSPITAL,HISAR,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.137150,77.296990,44.39,estimated,0,747,ok,
742,SINGLA MEDICAL CENTER,HISAR,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.132585,75.740976,47.22,estimated,0,,ok,
743,LAMBA MULTISPECIALTY HOSPITAL,HISAR,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.158430,75.722860,50.66,estimated,0,,ok,
744,JAWA CHILD CARE CENTRE,HISAR,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.168880,77.301910,21.22,estimated,0,,ok,
745,JAIPUR MULTISPECIALITY CENTRE,HISAR,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.149200,75.721700,33.11,estimated,0,,ok,
746,BHALE RAM HOSPITAL,HISAR,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.135160,75.741860,21.10,estimated,0,,ok,
