s_no,hospital_name,district_name,hosp_type,tier,hosp_level,level_source,dump_hosp_level,latitude,longitude,tpl_total,tpl_source,tpl_rows_in_dump,dump_hospid,coord_status,coord_note
1075,ISHWAR EYE CENTRE LLP,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.883450,76.585530,39.93,estimated,0,,ok,
1076,MANN MULTISPECIALITY HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.895040,76.603310,49.88,real,1,666,ok,
1077,BAJAJ EYE CARE HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.130195,77.018217,43.29,estimated,0,,ok,
1078,HOODA HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.591160,76.277330,39.46,estimated,0,667,ok,
1079,MANSAROVER HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.901650,76.582860,47.13,real,1,668,ok,
1080,SANJEEVANI PLUS HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,27.902518,77.364647,47.82,estimated,0,,ok,
1081,JOYLINE MULTISPECIALITY HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.520030,75.946350,35.10,real,1,670,ok,
1082,ISHWAR ORTHOPEADIC AND JOINT REPLACEMENT HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.971800,76.843300,47.83,estimated,0,,ok,
1083,KAINOS SUPER SPECIALITY HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.805210,76.405440,51.95,estimated,0,672,ok,
1084,M.R. MEMORIAL NAV JEVAN HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.685690,76.990480,34.46,estimated,0,,ok,
1085,SUNFLAG GLOBAL HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.541540,75.030860,34.14,estimated,0,,ok,
1086,WE CARE MULTISPECIALITY HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.402060,76.786580,51.53,real,1,675,ok,
1087,APEX PLUS SUPERSPECIALTY HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.785904,76.147182,61.18,estimated,0,,ok,
1088,PRAGATI HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.893170,76.608624,37.25,estimated,0,,ok,
1089,KHURANA EYE CENTRE,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.330700,75.633100,36.78,estimated,0,,ok,
1090,HOLY HEART SUPER SPECIALITY & TRAUMA CENTRE,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.895515,76.606613,49.69,real,2,59;678;960,ok,
1091,ANAND EYE HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.316668,76.316666,47.96,estimated,0,,ok,
1092,ROHTAK CANCER CARE HOSPITAL& RESEARCH CENTRE,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.971840,76.843440,23.27,estimated,0,,ok,
1093,HRIDAYA NILAYAM,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.534419,75.033586,29.15,estimated,0,,ok,
1094,DR JALES LIFE CARE HOSPITAL,ROHTAK,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.867100,75.915800,43.64,estimated,0,,ok,
1095,JEEVAN JYOTI HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.685629,76.990547,4.85,real,3,39;57;807,ok,
1096,DUDI HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.716300,75.905700,30.28,real,1,526;808,ok,
1097,JAI BALAJI MULTISPECIALTY HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.531069,75.035264,44.90,real,3,809;911,ok,
1098,ASHIRWAD MULTI SPECIALITY HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.970100,74.704300,47.30,real,1,810,ok,
1099,KARWASRABONEANDJOINTHOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.388551,76.997571,33.30,real,1,983,ok,
1100,JAIN ORTHOPEDIC AND MULTISPECIALTY HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.885500,76.613900,32.48,real,1,812,ok,
1101,SANJIVANI HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.433330,77.059400,56.50,estimated,0,,ok,
1102,EYE Q VISION PVT LTD,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.534130,75.039340,36.31,estimated,0,,ok,
1103,POONIA HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.433330,77.059400,48.52,real,2,309;813;913,ok,
1104,TALWAR HOSPITAL IVF CENTRE,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.392730,76.955660,23.05,estimated,0,,ok,
1105,SHREE HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.534470,75.041220,44.55,real,1,815,ok,
1106,SIRSA ENT HOSPITAL AND LASER SURGERY CENTRE,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.545630,75.028040,31.50,estimated,0,,ok,
1107,APEX HOSPITAL AND RESEARCH CENTRE,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L1,29.534510,75.033670,29.30,real,1,816,ok,
1108,SHREE BALAJI HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.661620,76.684990,42.60,real,1,817,ok,
1109,SHAH SATNAM JI SPECIALITY HOSPITALS,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.537450,75.033160,55.90,real,1,818,ok,
1110,BANSAL HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.399520,76.970970,31.08,estimated,0,,ok,
1111,MOHAR SINGH SURGICAL AND MATERNITY HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.155003,77.308318,40.33,real,1,820,ok,
1112,SHREE SWASTIK HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.870000,75.910000,30.28,real,2,821,ok,
1113,SURAKSHA MULTISPECIALITY HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.607111,76.656914,56.29,estimated,0,,ok,
1114,ORTHOHEAL HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.532410,75.034730,40.89,estimated,0,,ok,
1115,CITY HEALTHCARE & NEURO RESEARCH CENTRE,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L1,29.707354,77.003295,50.80,real,1,824,ok,
1116,AZAD SURGICALHOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.092800,75.968993,59.54,estimated,0,,ok,
1117,AMIT WASIL EYE HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.543310,75.027840,29.75,estimated,0,,ok,
1118,SHRI SHYAM HOSPITAL & MATERNITY HOME,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.543072,75.028231,26.98,estimated,0,893,ok,
1119,RAKSHIT HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.149200,75.721700,30.98,real,1,826,ok,
1120,PARAS BONE JOINT AND GENERAL HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.685700,76.990500,40.50,real,1,827,ok,
1121,SHIVAM HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.397475,76.966600,47.93,real,1,828,ok,
1122,VISION CARE EYE HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.450200,77.032790,15.89,estimated,0,,ok,
1123,ASTHA HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.680207,76.940011,54.70,real,3,829,ok,
1124,TIRUPATI KIDNEY & LASER HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.896410,76.599270,31.45,estimated,0,,ok,
1125,BAGLA EYE HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.542370,75.029250,1.49,estimated,0,,ok,
1126,MEDICITI A MULTISPECIALITY HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.323280,76.457580,47.05,real,1,830,ok,
1127,SPS HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.542570,75.029980,52.15,real,1,831,ok,
1128,VIVEK EYE HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.384270,76.951930,41.35,estimated,0,,ok,
1129,BOMBAY HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.390760,76.955440,34.32,estimated,0,,ok,
1130,SIGMA HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.268347,76.150932,24.18,real,1,832,ok,
1131,KHURANA HOSPITAL AND IVF CENTRE,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.800150,76.145680,34.39,estimated,0,,ok,
1132,DR. PRAVEEN EYE HOSPITAL & RESEARCH CENTRE,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.911142,76.590814,43.43,estimated,0,,ok,
1133,MD VARDAAN HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.534104,75.039835,51.93,real,1,833,ok,
1134,CARE HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.535491,75.033360,36.03,real,1,834,ok,
1135,HOLY NURSING HOME,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L3,28.880751,76.626768,18.40,real,1,884,ok,
1136,BIKANER NURSING HOME,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L3,29.538490,75.032290,35.55,real,1,886,ok,
1137,MANDEEP HEART HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.536850,75.023520,36.85,real,1,835,ok,
1138,TOMAR NURSING HOME,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.384888,76.971774,64.10,estimated,0,,ok,
1139,D.M.C. HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.097185,75.963741,27.03,real,1,885,ok,
1140,CHAUDHARY ORTHOPEDIC AND GENERAL HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.537250,75.033139,42.74,estimated,0,,ok,
1141,NEERAJ HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.974100,76.878600,32.75,real,1,837,ok,
1142,GILL HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.132502,75.740970,44.23,real,2,838,ok,
1143,SUKHMANI HOSPITAL,SIRSA,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.393024,77.304042,19.88,real,1,839,ok,
1144,R K EYE HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.151861,75.721123,27.60,estimated,0,,ok,
1145,TULIP MULTISPECIALITY HOSPITAL PVT. LTD .,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.991520,77.034300,28.10,estimated,0,,ok,
1146,KRISHNAWATI HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.532076,75.034187,51.11,estimated,0,,ok,
1147,ARISTO HOSPITAL AND TRAUMA CARE CENTRE,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.000620,77.007520,55.04,estimated,0,,ok,
1148,DAHIYA EYE AND MATERNITY HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.798320,76.144170,38.40,estimated,0,,ok,
1149,HANDA HOSPITAL AND HEART CARE CENTRE,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.139770,77.281700,10.98,estimated,0,,ok,
1150,CYGNUS JK HINDU HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.993800,77.016200,35.32,estimated,0,,ok,
1151,EYE Q VISION PVT LTD,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.515968,75.448207,29.36,estimated,0,,ok,
1152,RAMA HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.542560,75.030090,35.16,estimated,0,,ok,
1153,ARYA EYE HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.963490,77.085560,38.34,estimated,0,,ok,
1154,MOOLCHAND JAIN HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.983280,77.021120,23.94,estimated,0,,ok,
1155,CHAUHAN HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.135400,77.020840,52.89,estimated,0,,ok,
1156,SITA HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.800230,76.142380,31.88,estimated,0,,ok,
1157,GAJRAJ HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.364991,77.329593,34.82,estimated,0,,ok,
1158,NEST HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.132240,76.699130,38.33,estimated,0,,ok,
1159,SWARNPRASTHA HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.394430,76.958470,29.00,estimated,0,,ok,
1160,ABHISHEK MEMORIAL HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.129973,77.267452,16.39,estimated,0,,ok,
1161,BHATIYA MULTISPECIALITY HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.389414,76.791828,38.17,estimated,0,,ok,
1162,RANA HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.167590,75.718780,44.68,estimated,0,,ok,
1163,GIRDHAR HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.390007,76.969993,28.47,estimated,0,,ok,
1164,MAHARAJA AGAR SAIN HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.380560,76.971310,55.46,estimated,0,,ok,
1165,SMT JAI DEVI MEMORIAL NURSING HOME,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.276980,76.851910,51.75,estimated,0,,ok,
1166,RAI MULTISPECIALITY HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.399390,77.306020,39.94,estimated,0,,ok,
1167,DAYANAND HOSPITAL AND CRITICAL CARE CENTRE,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.685580,76.840710,40.44,estimated,0,,ok,
1168,HARYANA MULTISPECIALITY HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.711998,76.849507,55.46,estimated,0,,ok,
1169,BHAGWAN DAS HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.381860,76.785230,41.39,estimated,0,,ok,
1170,SUSHANTI EYE HOSPITAL,SONIPAT,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.135330,76.710940,55.47,estimated,0,,ok,
1171,VIKRAM HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.138407,76.693245,20.18,real,1,596,ok,
1172,SUDHIR HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.129048,77.267390,37.94,real,2,161;597,ok,
1173,RAJ HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.151861,75.721123,38.63,real,1,598,ok,
1174,SABBARWAL HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.835600,76.544000,21.65,real,1,593,ok,
1175,SWAMI VIVEKANAND MULTISPECIALITY HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.978390,77.026390,53.28,real,1,599,ok,
1176,MAHENDRA HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.129470,77.289140,25.03,real,1,580,ok,
1177,EYE Q VISION PVT LTD,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.450200,77.032790,24.70,estimated,0,,ok,
1178,N K UROLOGY CENTRE AND STONE CLINIC,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,28.978480,77.026880,53.85,estimated,0,,ok,
1179,GOEL HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.971940,76.843610,32.88,real,1,581,ok,
1180,GABA HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.147700,77.304700,53.28,real,2,612,ok,
1181,GARG ENT HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.147223,77.290094,34.10,estimated,0,,ok,
1182,KAPIL HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.168090,77.296920,37.43,real,2,582;921,ok,
1183,AGGARWAL HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.388830,76.984040,54.58,real,1,583,ok,
1184,GOYAL  EYE  CARE  CENTRE JAGADHRI,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.147982,77.305415,55.74,estimated,0,,ok,
1185,GULATI HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.398740,76.974270,29.35,real,1,602,ok,
1186,VISHAL HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.137270,77.277760,31.98,real,1,603,ok,
1187,KOHLI HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.682400,76.996500,26.70,real,1,585,ok,
1188,VARDAAN HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.705130,76.937870,37.35,real,1,586,ok,
1189,K B GUPTA HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.607111,76.656914,45.52,real,2,594;822,ok,
1190,SHREE MEDICAL CARE CENTRE,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L1,28.274283,76.969443,23.80,real,1,587,ok,
1191,SANTOSH HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.895520,76.606610,46.08,real,1,604,ok,
1192,JINDAL HOSPITAL A UNIT OF JINDAL LIFECARE P,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.514099,75.945515,35.40,real,1,588,ok,
1193,SP INFERTILITY AND SURGICAL CENTER PVT LTD,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.537110,75.032590,40.05,estimated,0,,ok,
1194,SHARMA HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,30.159665,77.314545,47.13,real,2,590,ok,
1195,DABRA HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.161220,75.777660,37.73,real,1,605,ok,
1196,CAPITAL SUPERSPECIALITY HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.145600,75.726050,51.96,estimated,0,,ok,
1197,AASHIRWAD HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.131330,75.742590,29.50,real,1,606,ok,
1198,NEO MEDICARE,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.135140,75.741570,43.90,real,1,607,ok,
1199,PARAS HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,29.536949,75.026805,33.20,estimated,0,,ok,
1200,RK GUPTA HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,28.607352,76.653324,37.15,real,1,609,ok,
1201,VIGHNESH HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.427504,76.975216,31.20,real,1,595,ok,
1202,ADVANCED EYE HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,,30.168842,77.290032,43.89,estimated,0,,ok,
1203,CHADHA HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.328073,76.301656,32.48,real,1,611,ok,
1204,ISHAAN HOSPITAL,Yamuna Nagar,Empanelled Private Hospital,Tertiary,L1,private_all_l1,L2,29.536594,75.024197,5.38,real,1,591,ok,
1205,PHC MIRGHAN,Karnal,PHC,Primary,L3,spec_type,,29.640897,77.050430,13.50,estimated,0,,ok,
1206,PHC BAROT,Kurukshetra,PHC,Primary,L3,spec_type,,29.961343,77.017072,22.60,estimated,0,,ok,
1207,PHC KHAMBI,Palwal,PHC,Primary,L3,spec_type,,27.962979,77.404046,9.78,estimated,0,,ok,
1208,PHC LILODH,Rewari,PHC,Primary,L3,spec_type,L3,28.456405,76.400270,0.55,real,1,907,ok,
